ticker,category,period_index,as_of_date,composite_score,dcf_score,relative_score,recommendation,forward_return_pct
NVR,Consumer Discretionary (S&P 500),11,2026-06-17,45.7,51.0,24.5,Buy,0.3763598346705568
MTDR,Energy (S&P 400),11,2026-06-17,68.9,77.8,32.9,Buy,22.323892887757665
OPCH,Health Care (S&P 400),11,2026-06-17,81.9,82.9,77.8,Buy,10.502076383209989
FDX,Industrials (S&P 500),11,2026-06-17,3.9,17.1,-48.7,Hold,-3.361128398633621
SOLS,Materials (S&P 400),11,2026-06-17,-70.1,-70.1,,Sell,-32.04489124889117
NXPI,Information Technology (S&P 500),11,2026-06-17,-69.7,-68.8,-73.2,Sell,-24.550433624305633
UGI,Utilities (S&P 400),11,2026-06-17,57.2,57.7,54.9,Buy,12.195129146568684
CAKE,Consumer Discretionary (S&P 600),11,2026-06-17,-17.8,-27.0,19.0,Sell,39.63787942482919
CHTR,Communication Services (S&P 500),11,2026-06-17,87.8,91.3,73.9,Buy,8.598489472360322
AVTR,Health Care (S&P 400),11,2026-06-17,40.9,28.6,90.1,Buy,60.25369752938874
ALGM,Information Technology (S&P 400),11,2026-06-17,-81.8,-80.1,-88.8,Sell,-37.29159177255019
ALGT,Industrials (S&P 600),11,2026-06-17,25.7,8.9,92.6,Buy,-18.135362916193458
STLD,Materials (S&P 500),11,2026-06-17,-76.8,-71.0,-100.0,Sell,-12.981931905806315
T,Communication Services (S&P 500),11,2026-06-17,65.5,75.9,23.8,Buy,19.71908872100636
DECK,Consumer Discretionary (S&P 500),11,2026-06-17,58.4,50.9,88.3,Buy,-23.81763149303179
CVX,Energy (S&P 500),11,2026-06-17,1.9,21.0,-74.8,Hold,20.521251437524334
POST,Consumer Staples (S&P 400),11,2026-06-17,83.5,96.4,31.9,Buy,-10.780121893643873
PSN,Industrials (S&P 400),11,2026-06-17,44.4,34.7,82.8,Buy,-14.374317971510711
ENSG,Health Care (S&P 400),11,2026-06-17,40.6,40.2,42.3,Buy,12.29588831663407
GEF,Materials (S&P 400),11,2026-06-17,-3.2,10.4,-57.6,Hold,16.781109401258444
NWSA,Communication Services (S&P 500),11,2026-06-17,-22.6,-38.2,39.5,Sell,18.02474106695354
CHH,Consumer Discretionary (S&P 400),11,2026-06-17,56.6,57.7,52.6,Buy,-14.937338533123318
CLX,Consumer Staples (S&P 500),11,2026-06-17,60.5,52.1,94.2,Buy,-4.861181999465547
APAM,Financials (S&P 600),11,2026-06-17,77.9,83.2,56.6,Buy,5.682508968644344
PR,Energy (S&P 400),11,2026-06-17,70.3,91.8,-15.5,Buy,28.017246296162128
EMR,Industrials (S&P 500),11,2026-06-17,-38.4,-37.2,-42.8,Sell,-0.13225632099105414
ACIW,Information Technology (S&P 600),11,2026-06-17,22.9,14.5,56.4,Buy,17.943553417897014
SPG,Real Estate (S&P 500),11,2026-06-17,76.2,81.2,56.2,Buy,-1.281816020550681
CEG,Utilities (S&P 500),11,2026-06-17,-54.8,-73.0,17.9,Sell,-0.8209408558788908
WBD,Communication Services (S&P 500),11,2026-06-17,73.6,66.9,100.0,Buy,7.088417022010905
OXY,Energy (S&P 500),11,2026-06-17,3.0,7.9,-16.4,Hold,17.0126052265912
JNJ,Health Care (S&P 500),11,2026-06-17,49.5,50.0,47.2,Buy,14.275608819497936
TEX,Industrials (S&P 400),11,2026-06-17,-51.5,-55.6,-35.2,Sell,-8.334747606977485
AMAT,Information Technology (S&P 500),11,2026-06-17,-80.9,-76.1,-100.0,Sell,-28.377583361294246
TLN,Utilities (S&P 400),11,2026-06-17,10.7,38.4,-100.0,Buy,-30.084675649547606
VZ,Communication Services (S&P 500),11,2026-06-17,21.5,23.3,14.3,Buy,13.796567406655713
EXP,Materials (S&P 400),11,2026-06-17,34.2,33.9,35.3,Buy,-14.22011742026239
ELF,Consumer Staples (S&P 400),11,2026-06-17,8.0,-13.5,94.4,Buy,55.362883803387994
AJG,Financials (S&P 500),11,2026-06-17,2.8,-13.3,67.3,Hold,17.53287344739643
CHRD,Energy (S&P 400),11,2026-06-17,51.7,80.7,-64.1,Buy,20.15563660753224
EXLS,Industrials (S&P 400),11,2026-06-17,77.9,75.1,88.8,Buy,30.832734976309446
RPM,Materials (S&P 400),11,2026-06-17,15.5,14.1,21.1,Buy,-5.303813427406247
HST,Real Estate (S&P 500),11,2026-06-17,43.6,59.4,-19.3,Buy,-5.655897084101011
AEIS,Information Technology (S&P 400),11,2026-06-17,-78.9,-73.6,-100.0,Sell,-27.9862365349095
NYT,Communication Services (S&P 400),11,2026-06-17,6.0,13.2,-23.1,Hold,-5.237526893347142
HRL,Consumer Staples (S&P 500),11,2026-06-17,9.3,8.8,11.6,Buy,-12.818288595728847
GAP,Consumer Discretionary (S&P 400),11,2026-06-17,42.0,29.9,90.3,Buy,0.8297784772220007
HAL,Energy (S&P 500),11,2026-06-17,18.1,31.4,-34.8,Buy,-2.9189082723274926
CPAY,Financials (S&P 500),11,2026-06-17,56.3,65.6,19.1,Buy,16.763369438561355
ILMN,Health Care (S&P 400),11,2026-06-17,-19.0,-31.9,32.9,Sell,30.87561223626579
AXTA,Materials (S&P 400),11,2026-06-17,53.3,50.2,65.5,Buy,-0.970593620749081
BLDR,Industrials (S&P 500),11,2026-06-17,-38.8,-38.3,-40.6,Sell,-20.882581873704762
MAA,Real Estate (S&P 500),11,2026-06-17,53.2,61.8,19.2,Buy,-4.549503661730438
CHD,Consumer Staples (S&P 500),11,2026-06-17,27.0,16.8,67.7,Buy,-2.6091862846711713
CMCSA,Communication Services (S&P 500),11,2026-06-17,87.5,87.9,85.7,Buy,11.145842244517555
VTRS,Health Care (S&P 500),11,2026-06-17,63.0,80.2,-5.7,Buy,6.706608069870498
BR,Industrials (S&P 500),11,2026-06-17,19.3,3.5,82.3,Buy,25.6636145479135
CCL,Consumer Discretionary (S&P 500),11,2026-06-17,76.5,82.5,52.8,Buy,-24.178680800738423
TYL,Information Technology (S&P 500),11,2026-06-17,41.7,29.3,91.2,Buy,24.966118391150484
COST,Consumer Staples (S&P 500),11,2026-06-17,-30.1,-32.5,-20.5,Sell,-4.6830494544072305
EXE,Energy (S&P 500),11,2026-06-17,88.5,87.6,92.2,Buy,7.433285988401151
EFX,Industrials (S&P 500),11,2026-06-17,45.0,35.2,84.2,Buy,11.591231973972054
SHW,Materials (S&P 500),11,2026-06-17,7.6,-1.6,44.5,Buy,3.648836725547004
HSY,Consumer Staples (S&P 500),11,2026-06-17,-45.8,-47.9,-37.4,Sell,-0.15082260295092279
LNT,Utilities (S&P 500),11,2026-06-17,5.5,8.3,-5.6,Hold,-7.403350495057867
APA,Energy (S&P 500),11,2026-06-17,58.9,65.1,34.0,Buy,33.648491839289996
MCD,Consumer Discretionary (S&P 500),11,2026-06-17,42.2,40.2,50.4,Buy,-8.63216676109439
ELAN,Health Care (S&P 400),11,2026-06-17,-17.6,3.0,-100.0,Sell,-1.0260785693922645
IDCC,Information Technology (S&P 400),11,2026-06-17,60.9,91.6,-61.7,Buy,19.274869935783297
PH,Industrials (S&P 500),11,2026-06-17,-31.4,-24.0,-60.7,Sell,-1.614139731904456
NUE,Materials (S&P 500),11,2026-06-17,-65.7,-57.2,-100.0,Sell,1.0512093585518616
MTN,Consumer Discretionary (S&P 400),11,2026-06-17,88.6,91.8,75.7,Buy,9.833288535897953
LYV,Communication Services (S&P 500),11,2026-06-17,-16.2,-11.9,-33.1,Sell,-0.01748995950887553
VAL,Energy (S&P 400),11,2026-06-17,85.1,84.0,89.4,Buy,-2.143294814308536
DG,Consumer Staples (S&P 500),11,2026-06-17,42.6,37.9,61.4,Buy,19.448705986521023
RTX,Industrials (S&P 500),11,2026-06-17,26.3,41.3,-33.4,Buy,1.770129663128665
MRVL,Information Technology (S&P 500),11,2026-06-17,-53.0,-77.3,44.2,Sell,-24.406305457482823
TKO,Communication Services (S&P 500),11,2026-06-17,86.5,89.1,76.0,Buy,-0.4163869653403582
EQT,Energy (S&P 500),11,2026-06-17,17.0,20.5,3.4,Buy,4.394479876642713
HCA,Health Care (S&P 500),11,2026-06-17,72.3,83.3,28.2,Buy,9.61716462800766
MMS,Industrials (S&P 400),11,2026-06-17,72.4,68.1,89.6,Buy,0.5413170587961599
VIAV,Information Technology (S&P 400),11,2026-06-17,-76.6,-70.8,-100.0,Sell,-30.597168043248164
RS,Materials (S&P 400),11,2026-06-17,-44.6,-30.7,-100.0,Sell,-4.63907175847082
CDP,Real Estate (S&P 400),11,2026-06-17,57.9,53.9,74.0,Buy,5.947862326208429
WEC,Utilities (S&P 500),11,2026-06-17,-50.0,-62.2,-1.4,Sell,-5.734170322287522
TMUS,Communication Services (S&P 500),11,2026-06-17,35.0,28.0,62.9,Buy,1.459157398329308
VFC,Consumer Discretionary (S&P 400),11,2026-06-17,-33.2,-64.1,90.2,Sell,-21.187094797431637
MTD,Health Care (S&P 500),11,2026-06-17,1.7,-14.3,65.7,Hold,13.830528330474834
TRU,Industrials (S&P 400),11,2026-06-17,-30.8,-61.7,92.8,Sell,22.51416410608845
AM,Energy (S&P 400),11,2026-06-17,-8.8,1.3,-49.0,Sell,2.131809068390093
AAPL,Information Technology (S&P 500),11,2026-06-17,-32.0,-29.0,-43.9,Sell,12.643099375364642
WLK,Materials (S&P 400),11,2026-06-17,34.9,34.5,36.4,Buy,-16.8137280391546
PPC,Consumer Staples (S&P 400),11,2026-06-17,82.7,83.7,78.6,Buy,6.701938599521716
DIS,Communication Services (S&P 500),11,2026-06-17,52.4,45.1,81.4,Buy,8.489057612793882
MO,Consumer Staples (S&P 500),11,2026-06-17,24.2,46.8,-66.6,Buy,2.4075471146945353
BKNG,Consumer Discretionary (S&P 500),11,2026-06-17,64.5,66.7,55.7,Buy,2.4141942964188527
UHS,Health Care (S&P 500),11,2026-06-17,91.9,92.8,88.2,Buy,22.790365690845807
TPL,Energy (S&P 500),11,2026-06-17,-17.8,-23.3,4.1,Sell,3.209317457825022
AZZ,Industrials (S&P 600),11,2026-06-17,47.6,46.8,50.7,Buy,-12.524014685268488
BHE,Information Technology (S&P 600),11,2026-06-17,-75.0,-68.7,-100.0,Sell,-20.50598407459011
LIN,Materials (S&P 500),11,2026-06-17,-20.1,-23.7,-5.7,Sell,-9.675402638004241
WMB,Energy (S&P 500),11,2026-06-17,-2.5,9.8,-51.6,Hold,1.7157754943051062
ROKU,Communication Services (S&P 400),11,2026-06-17,-77.6,-79.0,-71.9,Sell,14.684248414298429
BJRI,Consumer Discretionary (S&P 600),11,2026-06-17,3.1,-14.2,72.2,Hold,18.587781641493308
MZTI,Consumer Staples (S&P 400),11,2026-06-17,47.2,36.2,91.3,Buy,-1.6223840896684179
PEN,Health Care (S&P 400),11,2026-06-17,-47.4,-83.0,94.9,Sell,1.1702877171672283
RRX,Industrials (S&P 400),11,2026-06-17,-36.5,-42.6,-12.2,Sell,-30.428262561070028
SWKS,Information Technology (S&P 500),11,2026-06-17,-24.6,-31.7,3.5,Sell,14.240422706741699
AZO,Consumer Discretionary (S&P 500),11,2026-06-17,30.8,32.5,24.4,Buy,-3.0758577633822
VTR,Real Estate (S&P 500),11,2026-06-17,23.9,36.3,-25.9,Buy,9.095397279648084
CBT,Materials (S&P 400),11,2026-06-17,39.0,33.7,60.2,Buy,-8.180685335556696
CNX,Energy (S&P 400),11,2026-06-17,29.5,13.9,91.8,Buy,7.856266761174513
GIS,Consumer Staples (S&P 500),11,2026-06-17,75.5,73.9,82.0,Buy,11.214899672801964
SPGI,Financials (S&P 500),11,2026-06-17,64.6,61.1,78.5,Buy,6.069110371675634
NSC,Industrials (S&P 500),11,2026-06-17,-3.6,-7.4,11.9,Hold,6.9166656641804325
CDE,Materials (S&P 400),11,2026-06-17,-17.9,-44.7,89.0,Sell,13.405581186949645
LAMR,Real Estate (S&P 400),11,2026-06-17,29.8,41.6,-17.4,Buy,0.4560648208888413
TEL,Information Technology (S&P 500),11,2026-06-17,-58.5,-59.3,-55.5,Sell,-3.7869507846477592
MKC,Consumer Staples (S&P 500),11,2026-06-17,57.4,50.6,84.3,Buy,9.371084445285668
NFLX,Communication Services (S&P 500),11,2026-06-17,55.5,52.9,66.2,Buy,4.3659052109181635
STE,Health Care (S&P 500),11,2026-06-17,39.4,37.8,45.5,Buy,7.47839654925071
DOW,Materials (S&P 500),11,2026-06-17,-9.6,13.0,-100.0,Sell,-10.04498960750753
FOXA,Communication Services (S&P 500),11,2026-06-17,60.6,60.7,60.2,Buy,34.12463962556522
LOW,Consumer Discretionary (S&P 500),11,2026-06-17,21.2,19.5,27.9,Buy,-8.227220089279278
PSA,Real Estate (S&P 500),11,2026-06-17,30.5,49.0,-43.5,Buy,-5.496190867552357
NRG,Utilities (S&P 500),11,2026-06-17,-40.5,-37.1,-54.1,Sell,-17.615203224887157
ESAB,Industrials (S&P 400),11,2026-06-17,-20.3,-27.9,9.9,Sell,-31.84132781080036
WST,Health Care (S&P 500),11,2026-06-17,-32.1,-44.3,16.6,Sell,9.8402440434201
BOX,Information Technology (S&P 600),11,2026-06-17,30.7,17.4,84.1,Buy,39.77546056082626
SLGN,Materials (S&P 400),11,2026-06-17,64.7,65.9,59.8,Buy,-6.333255833694505
BKR,Energy (S&P 500),11,2026-06-17,15.4,8.3,43.7,Buy,-5.129211858905882
